file,number,x_std,y_std,width,length,distance,x_var,y_var,people
11,222,46.41001467,185.0984863,770.0053506,210.1645406,153.883831,2153.889462,34261.44964,0
11,29,44.01136538,6.943669797,36.73337727,172.4173802,37.64308948,1937.000282,48.21455024,0
11,61,163.5209774,103.5859221,268.1906202,541.4607689,181.1398029,26739.11004,10730.04326,0
11,46,248.4097568,56.45176538,206.8990048,701.4969571,230.2963726,61707.40729,3186.801814,0
11,27,19.80217739,242.5067037,828.6334207,102.2185367,209.0735949,392.1262294,58809.50132,0
11,23,8.917923714,190.5039201,616.9456225,41.7846256,165.4218268,79.52936337,36291.74356,0
11,32,14.40568543,257.2330184,874.1818435,63.62299653,222.2917662,207.5237728,66168.82578,0
11,6,63.44499466,20.6344246,55.43610358,200.204416,54.83200627,4025.267347,425.7794785,0
11,14,130.6617307,34.39398078,100.6273401,424.2446483,114.5109917,17072.48787,1182.945914,0
11,59,447.1044472,72.90725984,250.4340496,1550.393672,399.844102,199902.3867,5315.468537,0
11,4,23.18613749,0.632075142,1.595597249,59.58079356,21.75233045,537.5969716,0.399518985,0
11,2,27.32353947,0.253353986,0.506707971,54.64707894,27.32471404,746.5758093,0.064188242,0
13,199,0,0,0,0,0,0,0,0
13,51,158.6396522,104.1567299,264.4379129,527.3868981,176.9527675,25166.53925,10848.62438,0
13,44,249.6188497,56.18559844,210.4206688,710.5331676,231.6073896,62309.57012,3156.821472,0
13,2,32.77067537,38.01670289,76.03340577,65.54135074,50.19150189,1073.917164,1445.269698,0
13,2,2.021206472,29.88845807,59.77691614,4.042412945,29.95672214,4.085275604,893.3199259,0
13,24,19.03268791,240.3471044,769.1501991,83.79381639,213.8856938,362.2432091,57766.73059,0
13,22,8.574153456,187.8926088,648.1661748,34.35409831,161.4461723,73.51610749,35303.63245,0
13,9,17.4192918,40.10801341,119.2216293,51.50875108,37.8894357,303.431727,1608.65274,1
13,10,14.53698457,103.0698104,347.2392451,42.53296877,88.65396427,211.3239205,10623.38581,0
13,6,45.44777183,26.86305997,67.23241569,138.3607756,48.37643591,2065.499964,721.6239908,0
13,13,117.9691405,32.75579162,104.5352323,396.6118457,103.6421698,13916.71812,1072.941884,0
13,79,426.8524142,65.28184826,248.5860591,1537.605801,375.9712147,182202.9835,4261.719713,0
13,6,24.01228155,1.927539735,5.742924442,67.15835169,22.07058426,576.5896653,3.715409428,0
13,233,53.40963842,199.885963,777.6266511,212.555818,172.9869874,2852.589476,39954.39822,0
13,20,48.67264325,9.23113473,34.25126549,175.3520942,41.26688202,2369.026201,85.2138484,0
13,188,57.28898735,215.5282613,777.739202,212.8643593,193.0242494,3282.028071,46452.43141,0
13,227,0,0,0,0,0,0,0,0
13,29,43.76239947,6.332527205,30.95199756,165.2334696,37.5598544,1915.147607,40.1009008,0
13,59,162.4962536,103.9239892,269.2380119,541.4319131,179.7054032,26405.03243,10800.19554,0
13,43,248.2148103,51.26393274,188.7132742,703.3502948,229.1336336,61610.59208,2627.9908,0
13,2,5.817920735,34.34709357,68.69418714,11.63584147,34.83634652,33.84820168,1179.722837,0
13,23,15.44271191,231.6509889,748.4337198,47.04319385,206.3226299,238.477351,53662.18068,0
13,24,9.053378935,196.6712922,627.861416,32.21438613,171.6332702,81.96367013,38679.59718,0
13,8,19.02442401,38.54200377,132.7602176,59.11763805,33.03823732,361.928709,1485.486054,1
13,12,17.75861067,120.6829269,373.6392616,52.76785246,104.6687896,315.368253,14564.36884,0
13,6,44.45434242,23.52327761,55.85125114,121.512645,47.04129977,1976.18856,553.3445893,0
13,12,125.2978127,35.11165173,94.15691105,376.6185936,107.8371383,15699.54187,1232.828087,0
13,79,426.4560125,63.05168921,235.098598,1535.507065,374.8929101,181864.7306,3975.515512,0
13,6,23.42580134,0.701218098,1.77281021,63.42576242,21.4680265,548.7681683,0.491706822,0
13,2,18.96043221,4.770015372,9.540030744,37.92086442,19.5512413,359.4979896,22.75304665,0
13,213,46.56964177,189.0124152,780.8224162,214.1708171,155.3845139,2168.731535,35725.69312,0
13,203,0,0,0,0,0,0,0,0
13,30,48.77367105,9.036319908,35.4490953,173.5589192,41.39090033,2378.870987,81.65507748,0
13,57,160.8679241,103.0707899,265.6781003,530.8603306,178.1935204,25878.48899,10623.58773,0
13,45,242.9536431,53.02325248,208.4029478,693.2543766,224.4081326,59026.47271,2811.465304,0
13,2,3.172259414,0.150695597,0.301391194,6.344518829,3.175836733,10.06322979,0.022709163,0
13,2,0.030254511,1.822529535,3.64505907,0.060509022,1.822780634,0.000915335,3.321613906,0
13,21,15.59113247,244.9466145,779.1895381,46.32796952,223.080872,243.0834117,59998.84395,0
13,19,7.995668261,171.9426662,601.3394694,30.16204987,144.6915325,63.93071094,29564.28047,0
13,13,15.68963212,64.45704574,233.3694678,55.03815594,55.05591835,246.1645561,4154.710745,1
13,18,15.28955379,180.9854746,622.5354785,57.86804854,153.6074565,233.7704551,32755.74203,0
13,6,36.36676483,26.68675688,56.13213875,101.6032162,43.35276105,1322.541584,712.1829927,0
13,13,107.3552433,28.45521599,92.25852534,347.5598046,97.88368255,11525.14827,809.699317,0
13,74,407.8315552,65.51096061,249.9408353,1399.91388,358.2898221,166326.5774,4291.68596,0
13,4,26.86921953,1.238978019,3.497544696,75.12577048,21.72735971,721.9549581,1.535066531,0
13,56,429.2151588,61.12296049,239.7264835,1364.15884,380.1499763,184225.6525,3736.016299,0
13,213,0,0,0,0,0,0,0,0
13,6,23.1496857,1.884906413,5.136408629,60.29947915,22.20312312,535.9079481,3.552872184,0
13,241,53.46462977,202.32818,777.1710877,215.532997,174.8013565,2858.466636,40936.69241,0
13,30,47.44049273,8.636835932,36.9912711,173.3865996,40.42393084,2250.600351,74.59493491,0
13,56,163.967538,103.6289348,265.9055459,526.9180908,180.0473924,26885.35353,10738.95612,0
13,43,247.2601807,53.48796267,198.2811009,712.7238327,230.0675423,61137.59696,2860.96215,0
13,3,60.75237453,17.98214499,41.74024486,130.5897069,59.7868118,3690.851011,323.3575386,0
13,2,0.694814329,4.473971491,8.947942982,1.389628658,4.527602882,0.482766952,20.0164209,0
13,18,13.93749069,227.0677069,726.3098814,50.07606106,202.6973844,194.2536469,51559.7435,0
13,2,3.44775205,42.79925655,85.5985131,6.895504099,42.93790115,11.8869942,1831.776361,0
13,17,49.22317246,74.29463543,257.3445375,167.7499999,77.17394229,2422.920707,5519.692854,1
13,21,20.85110234,269.2500715,928.7187552,87.52637961,230.3407921,434.7684686,72495.60102,0
13,4,31.85679027,26.46966232,59.07520398,70.16742473,41.14641518,1014.855086,700.6430233,0
13,8,116.8992129,34.424698,111.4186822,403.1577971,98.22646945,13665.42598,1185.059832,0
13,30,16.37562046,247.1774581,858.0714924,64.43850399,213.179309,268.1609453,61096.69578,0
13,202,0,0,0,0,0,0,0,0
13,6,54.2743328,22.69911551,56.44311836,172.7243398,51.75613074,2945.7032,515.2498451,0
13,14,134.3411407,32.50859682,96.55710964,453.2934218,116.8968789,18047.54207,1056.808867,0
13,79,427.2889294,65.05965555,252.256432,1537.126614,376.2544327,182575.8292,4232.758781,0
13,6,24.08520822,1.76953803,4.967355353,69.00923387,21.72350905,580.0972549,3.131264839,0
13,240,52.62064264,204.5067236,793.0177451,212.1442024,175.6761096,2768.932032,41822.99999,0
13,30,47.46438452,8.448349273,36.86627864,176.209021,40.34843091,2252.867798,71.37460544,0
13,58,162.0446194,103.2067952,261.2333995,533.3966612,179.0685935,26258.45868,10651.64258,0
13,30,253.3106719,51.82730316,197.3152033,702.8228424,232.872257,64166.29648,2686.069353,0
13,2,2.558519662,27.62043837,55.24087673,5.117039324,27.73868487,6.546022861,762.8886156,0
13,12,14.8563424,205.2797656,651.9302944,42.63950334,181.007574,220.7109094,42139.78215,0
13,8,57.74665973,83.43707329,248.2632593,176.5344279,95.40715707,3334.676711,6961.745198,1
13,2,32.39003367,36.46972379,72.93944758,64.78006734,48.77658285,1049.114281,1330.040753,0
13,41,236.7247101,55.65353423,200.0770936,673.8677978,219.3873934,56038.58838,3097.315872,0
13,207,0,0,0,0,0,0,0,0
13,2,21.70053406,12.17804188,24.35608376,43.40106813,24.88408895,470.9131787,148.304704,0
13,8,10.6261517,130.7793214,406.2702345,41.22013704,110.9623678,112.9151,17103.2309,0
13,14,72.43449724,108.0469718,420.7352487,325.3992093,98.25297713,5246.756391,11674.14812,1
13,10,5.175049104,115.1945672,380.0302277,17.70341011,98.21880237,26.78113323,13269.78832,0
13,33,16.23748647,266.6122827,915.3996867,67.30294757,230.6865868,263.6559668,71082.10929,0
13,6,45.90572775,25.00312724,62.96885703,126.9764883,48.42980378,2107.335841,625.156372,0
13,14,134.2035269,32.50952303,98.20337824,449.5829076,116.8801591,18010.58664,1056.869088,0
13,79,425.6721461,65.59506577,249.300706,1535.446038,374.9359506,181196.776,4302.712653,0
13,6,24.44255115,1.152621692,3.252184019,71.25576964,21.51092636,597.4383067,1.328536765,0
13,239,53.14706079,201.1037816,775.5848142,212.6999412,174.3396542,2824.610071,40442.73099,0
13,19,41.52122763,4.585873344,14.58949993,137.6768295,36.14617699,1724.012344,21.03023432,0
13,23,88.89884606,4.731432299,15.79138514,294.2356064,77.06554318,7903.004831,22.3864516,0
13,18,70.55387595,24.99320003,85.26206092,213.6349855,65.62619239,4977.849412,624.6600479,0
13,204,0,0,0,0,0,0,0,0
13,28,43.12765132,6.850722138,35.59042578,168.0700899,36.7934984,1859.994309,46.93239381,0
13,34,87.47139568,4.586501406,15.32668411,294.3687754,75.77610216,7651.245062,21.03599515,0
13,21,67.55594465,23.13691566,77.42800293,200.6548744,64.75964777,4563.805657,535.3168663,0
13,47,246.8894884,59.41731031,210.1894656,701.8560884,228.9934698,60954.41949,3530.416765,0
13,24,92.75880875,113.1713224,475.322214,355.3932266,130.2763584,8604.196601,12807.74821,1
13,15,4.618404075,184.6461918,607.629053,18.56630373,158.3414732,21.3296562,34094.21615,0
13,33,16.32513647,265.4231992,870.0817805,58.25488579,229.752107,266.5100808,70449.47467,0
13,6,47.09883257,28.39244298,74.55207992,134.9188488,48.42695844,2218.30003,806.1308184,0
13,12,108.7325666,26.93576283,86.43679072,367.658766,96.77004769,11822.77103,725.5353194,0
13,79,423.8759132,65.60888131,248.1382401,1520.516211,373.5822718,179670.7898,4304.525306,0
13,5,20.61183161,0.901139347,2.244526793,56.62577768,18.96589954,424.8476022,0.812052123,0
13,212,54.41471798,200.7375775,776.2965279,209.4664438,174.5894379,2960.961533,40295.57503,0
13,203,56.16603948,215.5321371,776.8334799,211.0761492,192.0133635,3154.623991,46454.10213,0
13,194,0,0,0,0,0,0,0,0
13,29,46.02733191,8.611891621,36.39240198,171.1637358,39.11682377,2118.515283,74.16467729,0
13,60,166.4153763,104.3591777,270.2786007,542.0769642,183.6959786,27694.07747,10890.83797,0
13,46,256.0792625,66.24462712,303.886374,820.8351424,241.1635555,65576.58869,4388.350622,0
13,3,31.7612295,35.5393899,77.9960485,68.84017942,44.87743356,1008.775699,1263.048235,0
13,3,1.801503995,28.3155956,62.4034696,4.285464369,26.70080742,3.245416644,801.7729541,0
13,21,14.10231006,242.5514136,748.9110184,43.53145955,221.5336521,198.875149,58831.18824,0
13,24,10.1716133,199.7197014,650.8368962,36.11270438,173.828168,103.4617171,39887.95911,0
13,32,15.16689487,258.2641994,879.0463365,60.95417718,223.7253495,230.0346999,66700.3967,0
13,6,64.66016573,21.45335887,55.21836372,198.3455228,56.6883443,4180.937032,460.2466066,0
13,13,122.5496193,34.90142929,103.3417246,373.4556995,108.6060352,15018.40918,1218.109766,0
13,80,435.1218359,66.87735868,253.1556177,1548.960468,382.7896823,189331.0121,4472.581104,0
13,6,23.49734066,0.852511894,2.70981406,64.85626228,21.94405294,552.1250181,0.72677653,0
20,164,0,0,0,0,0,0,0,0
20,20,73.12301524,26.99626375,87.45921502,215.5496215,70.07809083,5346.975358,728.7982566,0
20,44,241.2576039,58.22916048,213.8131841,687.6793191,223.7176121,58205.23145,3390.63513,0
20,33,28.49597256,90.22546763,319.0388367,101.5762548,81.56169175,812.0204524,8140.63501,1
20,24,7.358948957,200.5854924,658.2529594,32.11385078,174.2340652,54.15412975,40234.53978,0
20,33,16.62490235,267.1802174,888.8224919,63.66085415,231.3906522,276.3873783,71385.26855,0
20,6,52.21506619,26.41250448,82.11159625,136.6177855,52.01080737,2726.413137,697.6203931,0
20,14,121.1826556,33.16661529,94.83122115,377.1632295,109.1978716,14685.23601,1100.02437,0
20,78,424.3631286,66.15178323,250.49035,1517.210756,374.004776,180084.0649,4376.058425,0
20,6,23.10984182,1.192667376,2.712632679,58.84371877,22.13889045,534.0647888,1.422455469,0
20,255,50.99824876,213.9653616,856.3504725,213.8019183,181.6512751,2600.821377,45781.17596,0
20,20,49.56461493,9.888211778,36.72749968,170.7770486,42.12280263,2456.651053,97.77673216,0
20,22,85.72753554,4.883018,15.49529815,272.7914735,74.18086269,7349.21035,23.84386479,0
20,186,0,0,0,0,0,0,0,0
20,29,46.27484184,7.940582189,36.06119082,173.5773776,39.25834975,2141.360987,63.05284549,0
20,60,161.7316699,102.9848434,268.3999157,535.9941998,179.235264,26157.13304,10605.87796,0
20,45,249.3854453,59.34761132,207.6083055,702.7314917,234.1804672,62193.10032,3522.138969,0
20,31,36.43425699,85.30131471,306.8790345,123.7039949,81.0170388,1327.455082,7276.314291,1
20,23,8.988643077,197.295511,662.1387089,36.48403195,170.035863,80.79570436,38925.51867,0
20,33,15.19637766,267.1385461,898.2205226,61.46233061,231.8989203,230.929894,71363.00279,0
20,6,37.22924915,27.06077537,77.67976766,98.18780639,43.50421227,1386.016992,732.2855634,0
20,12,118.1577322,35.1460784,100.2124483,392.3142433,101.5263793,13961.24967,1235.246827,0
20,80,436.7507351,64.48407595,241.8640545,1545.147702,383.4539785,190751.2046,4158.196051,0
20,6,22.20554703,0.634780246,2.097123433,56.18583901,21.45871294,493.0863187,0.40294596,0
20,208,54.99755151,199.3567527,790.7366386,208.1675385,174.4015413,3024.730672,39743.11486,0
20,199,56.56244323,215.8810186,756.8954723,209.2869974,193.3324804,3199.309984,46604.61421,0
20,199,0,0,0,0,0,0,0,0
20,30,49.3012856,9.684839808,37.10792906,170.0152173,41.94412792,2430.616761,93.7961221,0
20,33,85.17100404,4.757878389,15.30382315,273.2032398,73.62686453,7254.099929,22.63740677,0
20,23,69.78397102,26.35916603,75.16507384,202.1130678,66.97652166,4869.802612,694.8056336,0
20,41,246.584498,52.56419288,182.8903264,677.4227469,230.0667691,60803.91466,2762.994373,0
20,33,44.06618079,95.45341625,346.1888078,168.3090338,93.86657733,1941.828289,9111.354675,1
20,2,5.256441344,3.48884579,6.97769158,10.51288269,6.308900106,27.63017561,12.17204495,0
20,24,5.62556623,200.070618,621.5325985,24.6855545,174.6877283,31.6469954,40028.25219,0
20,33,17.53056015,269.6319248,867.8221541,64.37623462,233.1041876,307.3205393,72701.37485,0
20,6,35.45404741,28.52641535,69.12266983,98.4271616,44.7181015,1256.989477,813.7563727,0
20,13,107.3172902,28.9002081,95.16964842,339.6371993,98.99217045,11517.00078,835.2220281,0
20,78,422.5224017,64.6358217,245.160422,1376.731081,372.7796583,178525.1799,4177.789447,0
20,6,21.97504078,0.634338954,1.664573734,48.55729403,21.87999157,482.9024172,0.402385909,0
20,226,46.41599052,197.0876055,874.367973,214.5339982,161.5204398,2154.444176,38843.52426,0
20,189,0,0,0,0,0,0,0,0
20,31,51.1664289,9.482637554,36.48053677,185.3083433,43.45799792,2618.003447,89.92041498,0
20,33,85.61022472,5.067701933,17.88607894,281.4104152,74.12006166,7329.110576,25.68160288,0
20,24,73.38788782,26.71185306,89.37772148,218.084902,70.34759172,5385.782079,713.5230942,0
20,43,247.0442545,56.70578683,228.1681656,698.6307483,230.5551223,61030.8637,3215.54626,0
20,31,82.04640901,102.9882971,422.307287,296.6956131,119.1270232,6731.613231,10606.58933,1
20,18,7.408436861,161.0557506,561.6466835,31.72225694,137.9734505,54.88493673,25938.95481,0
20,33,17.27514756,268.8486481,888.7034172,63.55677997,232.9451279,298.4307234,72279.59557,0
20,6,37.33035666,28.49506518,70.97878704,111.5797049,44.52546202,1393.555529,811.9687397,0
20,14,119.0088906,36.12061101,104.9641337,393.0170406,107.195491,14163.11605,1304.69854,0
20,68,406.5694201,65.70139735,246.488928,1368.907897,354.4343126,165298.6933,4316.673613,0
20,4,21.63447687,0.305336714,0.841982896,44.22470945,21.62981663,468.0505896,0.093230509,0
20,61,429.3115059,62.25976942,250.6387861,1395.773786,380.6115522,184308.3691,3876.278888,0
20,196,0,0,0,0,0,0,0,0
20,6,24.05453128,1.547836002,4.630994739,66.99553689,21.69368387,578.6204753,2.39579629,0
20,252,51.45968204,214.6675998,858.1265312,216.356589,181.7506714,2648.098876,46082.17838,0
20,29,46.6499959,8.564300751,37.0354804,171.2588761,39.6703832,2176.222118,73.34724736,0
20,57,167.1652977,104.760839,269.7195537,534.2577618,183.9455461,27944.23675,10974.83338,0
20,43,254.0550075,56.67679269,202.6888999,702.2156738,237.3707572,64543.94682,3212.258829,0
20,25,85.08126548,108.9325223,474.8695775,341.7324662,122.2921318,7238.821735,11866.29441,1
20,11,5.313541522,93.70262736,305.7772906,23.53751171,80.82459704,28.23372351,8780.182374,0
20,27,16.84785125,262.2562001,893.8415647,64.58716581,224.5200922,283.8500917,68778.31447,0
20,4,49.15440737,24.08151238,61.87417872,122.3479651,50.11464819,2416.155764,579.9192386,0
20,9,124.0608549,32.2733024,92.26561055,388.3873122,109.3140941,15391.09572,1041.566048,0
20,26,16.29541135,264.3688523,888.6058657,62.80819591,229.4045504,265.5404309,69890.89004,0
20,197,0,0,0,0,0,0,0,0
